# 3D Systems, Inc.
# New Model
-51.1178114 -33.2232676 -81.6414282
70.2900961 26.5905578 5.4912083
70.5587491 26.1158105 5.8275969
70.5360323 26.0174852 4.9484684
-51.0300919 -28.3301789 -82.6886371
-51.1813462 -27.9125664 -83.0208287
-51.3476171 -30.3186420 -82.2432041
-51.4871255 -35.0759663 -84.6674368
-51.0352515 -35.3803262 -84.7587436
72.0451921 -12.4426270 6.2743635
71.8286783 -12.3575414 6.3942270
71.9610974 -12.3879323 6.1069927
-51.1627942 -34.7954296 -84.8689452
67.5850213 -10.1149958 15.7495253
67.7424893 -9.9055339 15.8970058
67.4874112 -9.9247461 15.7922655
-51.7010018 -32.4969999 -83.8359967
-51.6260006 -33.1950001 -83.6799964
-51.2248278 -32.7006914 -83.7690234
-51.2687564 -32.2216749 -83.8662535
-51.5060015 -31.8190008 -83.9350000
75.6260827 -11.0734859 4.2986316
75.7745281 -11.5101151 3.8406984
75.5233392 -11.2212375 3.8965866
-50.9379990 -33.2450010 -83.6440027
-51.6860001 -33.8830017 -83.5499987
-50.8939996 -33.8479988 -83.5810006
76.0619938 -11.4810532 4.2747487
-51.6460016 -27.6480000 -87.0739967
60.6067739 -15.4825533 10.2454834
60.3706092 -15.6464968 10.5442796
-51.6569987 -28.7710000 -84.5019966
-51.2659997 -29.0670004 -84.4430029
-51.2479991 -28.8720001 -84.5019966
60.9049462 -16.1857679 11.2748649
-50.9931520 -34.1679379 -85.0553736
-51.0420017 -29.1600004 -85.9500021
-51.2139648 -29.7116991 -85.5252892
-51.2832291 -35.2055244 -82.1228847
-51.3664149 -28.9728288 -88.5615125
-51.2400493 -29.2862821 -88.6252671
-51.1820018 -29.7519993 -88.6489972
-51.2930825 -28.5208803 -88.3897394
65.2659833 -40.2951427 13.2850101
65.4869527 -39.8058631 13.6587080
64.9057627 -40.5423529 13.7313725
-51.2738824 -35.5661847 -82.2684690
-51.2339994 -35.9949991 -82.4429989
68.1352317 -9.5318230 7.6703480
67.8190738 -9.9582272 7.9942457
67.7429065 -9.6153012 7.7803126
71.5395287 -13.6617552 3.8605810
71.6227666 -13.6621073 3.8078646
71.5893134 -13.6298686 3.7901353
-50.9656332 -31.1355833 -81.7048028
-51.1153080 -32.2508849 -81.6813782
-50.9680696 -31.8175890 -81.6005096
-51.2742922 -29.8540089 -82.3217034
-50.8801565 -32.3321186 -83.8545337
-50.9041809 -32.7279679 -83.7612003
-51.3531715 -27.7616158 -88.2872865
-51.7668948 -27.4933614 -88.5532200
-51.0064289 -31.7749120 -83.9664415
-51.1004999 -30.5704623 -81.9501951
-51.4459983 -31.1309993 -84.0580016
-51.0499999 -28.3700004 -86.2039998
-51.4549986 -27.6650004 -85.9069973
-51.0159694 -32.3992670 -85.2104276
-51.1028431 -31.7903757 -85.1955861
-50.7424325 -33.1944972 -85.3335336
-51.3000675 -30.1377159 -85.2635503
-51.3899997 -30.4429997 -84.1389969
-50.8834384 -30.5306483 -84.2377469
-50.6557301 -31.2354229 -84.1298625
-50.9721041 -29.3448344 -82.2192281
-51.1589088 -31.1987866 -85.2078348
-50.9607121 -28.7573729 -82.4373290
-51.3309985 -29.7550000 -84.2579976
-29.6675730 4.8589990 -72.7741197
-29.0994849 4.8587015 -72.2121075
-28.7826192 4.7261189 -73.0419904
-51.1592105 -30.0094653 -87.9998505
-51.2007475 -29.5728166 -87.8229961
-50.9631857 -29.7218058 -87.8302380
-51.0594510 -29.2076748 -87.7323374
-51.0091372 -30.0498903 -82.0146501
-50.7273152 -38.0896851 -83.2790956
-50.3191985 -38.7687273 -83.2890198
-50.9469323 -29.0736500 -84.6093893
-50.6295972 -29.6407938 -84.5930204
-50.7205427 -30.0581045 -84.4056606
-51.0335714 -37.5671722 -83.3925381
-51.0075055 -30.2565172 -85.6102332
-50.8667529 -30.8553800 -85.5989978
-51.0001034 -32.6991603 -81.5551281
-51.1170961 -29.0335417 -88.4243771
-51.0397814 -28.6580622 -88.1228969
-51.0326624 -28.1233974 -87.8768638
-50.8177504 -27.7459230 -82.6990455
-51.0456823 -27.4327248 -83.0741748
-50.9640016 -29.5529999 -88.6320025
-51.1990003 -28.3790007 -84.6680030
-50.9402081 -35.7632451 -82.0969120
-50.5880006 -36.5660004 -82.3500007
68.5287863 -9.2780795 7.1268710
68.9970180 -8.8751512 6.9004102
68.8162744 -9.3376236 6.5642530
-50.8009046 -28.4826402 -82.3763013
