# 3D Systems, Inc.
# New Model
40.7838784 -44.6228273 -39.6005102
40.9026965 -44.9218154 -39.7278406
40.5955575 -44.6064882 -39.9006233
-56.7369983 -23.8920003 -83.4110007
-56.6820018 -23.2149996 -83.4409967
-56.2624894 -25.8758925 -81.1974406
-56.4747453 -32.6885134 -82.3909864
-56.2959723 -32.9676233 -82.3079497
-56.1053902 -33.2141295 -82.2588354
-56.0456254 -33.6800329 -82.3372081
43.1508943 -46.4075021 -37.8746651
42.8947397 -46.4014038 -38.7003049
42.6049121 -46.1069234 -38.2647663
-56.4160012 -24.3190005 -82.9539970
44.1823192 -46.9921827 -37.4832191
43.6637066 -46.7164591 -37.5630669
43.8377224 -46.7884094 -37.1179171
-56.3633367 -29.7450535 -82.5630128
-56.2404916 -23.6813184 -83.5466087
-56.4090014 -24.5970003 -83.3270028
-56.3689992 -23.8780007 -81.9870010
-56.2153347 -24.8726085 -81.4078972
-56.0683496 -24.3629310 -81.4396441
-56.2819056 -32.1406275 -82.3597088
-56.2497042 -27.2224713 -80.9354410
-55.9905581 -31.7458808 -82.4184120
-55.8655597 -31.2697217 -82.7287659
-56.2668964 -27.9016756 -80.9022859
-55.9614450 -26.4809188 -80.7919577
-55.9992343 -30.5401031 -82.8546882
-56.0182109 -29.8443064 -82.8317478
-55.9168793 -32.6933302 -82.1254477
-56.2214814 -29.3679107 -82.5876221
-56.1649986 -23.9150003 -82.6560035
-56.3122220 -29.3488000 -81.6529170
-56.3697554 -28.6821797 -82.4330822
-56.2452003 -29.6823774 -82.0606276
-56.4807020 -29.0946458 -81.5816075
-56.3173518 -28.7291631 -81.0957402
-56.1299436 -29.1716792 -81.1138079
-49.4422838 -30.8798943 -78.3835724
-49.4954623 -30.9642367 -78.8308606
-49.7859120 -31.0211927 -78.5709545
-56.0271591 -28.5189785 -80.7575509
-55.9852868 -25.2354182 -81.0603425
-55.8113605 -25.8438122 -80.7602555
-55.8664538 -27.7581997 -80.5703923
-55.7128750 -27.0557068 -80.4795995
-55.6620844 -31.8813100 -82.0242912
69.0301284 -7.2958167 5.4284483
69.0371841 -7.2464314 5.7120714
69.0055043 -7.1813455 5.6194621
68.8927546 -7.1947402 5.4513793
-56.1450012 -24.9809995 -83.3000019
-56.0034588 -24.5396625 -83.6312324
-56.0045019 -23.7788931 -81.5971494
